,Account,Text,Date,datetime,compound,neg,neu,pos
412,The New York Times,"Inside the campaign to get Justice Kennedy to retire: strategic praise, assurances his legacy would remain intact a… https://t.co/UBRsaQ2t9F",2018-06-29,2018-06-29 05:00:12-04:00,0.8807,0.0,0.573,0.427
413,The New York Times,Some women who worked at the United Nations said they were accused of being overly emotional when they tried to rep… https://t.co/zS7zYLs62i,2018-06-29,2018-06-29 04:30:11-04:00,0.296,0.086,0.742,0.172
414,The New York Times,A guide to some of the biggest blockchain projects outside of Bitcoin https://t.co/K23DMlNvz5,2018-06-29,2018-06-29 04:20:24-04:00,0.0,0.0,1.0,0.0
415,The New York Times,"Inside the campaign to get Justice Kennedy to retire: strategic praise, assurances his legacy would remain intact a… https://t.co/YMYgXzCRl4",2018-06-29,2018-06-29 04:02:03-04:00,0.8807,0.0,0.573,0.427
416,The New York Times,The nation of Ambazonia doesn't officially exist. But a violent battle over attempts to create it in English-speaki… https://t.co/hnVeOzWQqm,2018-06-29,2018-06-29 03:47:03-04:00,-0.6597,0.275,0.636,0.089
417,The New York Times,The identity of a London jogger who pushed a woman into the path of a bus will most likely remain a mystery as the… https://t.co/YVptFudPLY,2018-06-29,2018-06-29 03:32:02-04:00,0.0,0.0,1.0,0.0
418,The New York Times,"RT @nytgraphics: The paradox of Europe’s migration crisis:
The actual number of arriving migrants is down to its pre-2015 level, but the po…",2018-06-29,2018-06-29 03:17:01-04:00,-0.3818,0.151,0.803,0.046
419,The New York Times,Defense Secretary Jim Mattis reaffirmed a commitment to South Korea amid moves to halt North Korea's nuclear ambiti… https://t.co/UiyNfKUTku,2018-06-29,2018-06-29 03:02:08-04:00,0.4767,0.0,0.796,0.204
420,The New York Times,"RT @nytimesworld: The Chinese Communist Party is deeply worried about the ""ideological purity"" of university students, who have only a fain…",2018-06-29,2018-06-29 02:32:03-04:00,0.0534,0.107,0.776,0.116
421,The New York Times,"RT @samdolnick: Here we go! Come work on the new @nytimes TV news show, The Weekly. We’ll be on the ground all over the world, telling the…",2018-06-29,2018-06-29 02:16:24-04:00,0.0,0.0,1.0,0.0
422,The New York Times,"How long can humans live? The limit hasn't been reached, a study finds. https://t.co/HuRypbzmmr",2018-06-29,2018-06-29 01:59:52-04:00,-0.0762,0.097,0.903,0.0
423,The New York Times,"RT @nytopinion: Many men on Twitter viewed my Ph.D. not as a sign of expertise but as a provocation, a pretension, says @bairdjulia https:/…",2018-06-29,2018-06-29 01:42:05-04:00,0.0,0.0,1.0,0.0
424,The New York Times,"We’re looking for stories about sex that was troubling or awkward, hilarious or profound. Leave us a voicemail shar… https://t.co/hVmSdaFuZ8",2018-06-29,2018-06-29 01:27:04-04:00,-0.3818,0.263,0.625,0.113
425,The New York Times,World Cup 2018 bracket: The 16 teams left and the schedule for the knockout stage https://t.co/FMD1Z5ivZj,2018-06-29,2018-06-29 01:08:04-04:00,0.0,0.0,1.0,0.0
426,The New York Times,"Gerald Fischman
Rob Hiaasen 
John McNamara 
Rebecca Smith
Wendi Winters 

https://t.co/CxcAEaefWn",2018-06-29,2018-06-29 00:52:01-04:00,-0.5574,0.265,0.735,0.0
427,The New York Times,Germany’s Great Unraveling https://t.co/u0T0KM35Mr,2018-06-29,2018-06-29 00:44:46-04:00,0.6249,0.0,0.423,0.577
428,The New York Times,RT @daiwaka: California passes the most comprehensive privacy law in the US. Tech hated it but didn’t block it. Some privacy advocates feel…,2018-06-29,2018-06-29 00:32:05-04:00,-0.7007,0.23,0.712,0.059
429,The New York Times,"Who Is Jarrod Ramos, the Suspect in the Annapolis Newsroom Shooting? https://t.co/cwRljeawHZ",2018-06-29,2018-06-29 00:29:50-04:00,-0.296,0.167,0.833,0.0
430,The New York Times,The Victims of the Capital Gazette Newsroom Shooting https://t.co/pCac5Dy2gG,2018-06-29,2018-06-29 00:15:03-04:00,-0.3182,0.223,0.777,0.0
431,The New York Times,"As Oumuamua passed through our solar system, something other than gravity was pushing the object away from the sun https://t.co/1Rv7qqqYuc",2018-06-29,2018-06-29 00:02:02-04:00,0.0,0.0,1.0,0.0
432,The New York Times,"Far-Right Cell Plotted Attack on French Muslims, Authorities Say https://t.co/NmAeJO5T0I",2018-06-29,2018-06-29 00:00:29-04:00,-0.4767,0.256,0.744,0.0
433,The New York Times,"Option A: Take in the music, art and beautiful people at MoMA PS1 Warm Up. 
Option B: Watch films about New York wo… https://t.co/0T1vGX8cty",2018-06-28,2018-06-28 23:47:04-04:00,0.7003,0.0,0.791,0.209
434,The New York Times,"South Korea Must Offer Alternatives to Military Draft, Court Rules https://t.co/IR7JaoXJvJ",2018-06-28,2018-06-28 23:36:30-04:00,0.0,0.0,1.0,0.0
435,The New York Times,"Going public and saying #MeToo meant sleepless nights and tense discussions. Yet for these 20 people, there were fe… https://t.co/lbdwTeG7ve",2018-06-28,2018-06-28 23:32:04-04:00,-0.34,0.112,0.888,0.0
436,The New York Times,"RT @StacyCowley: “Navient’s loan servicing abuses have compounded the misery of parents and students who sacrificed to pay for college,” ⁦@…",2018-06-28,2018-06-28 23:17:04-04:00,-0.8271,0.326,0.674,0.0
437,The New York Times,A new vaccine appears to have helped bring an Ebola outbreak to a rapid close https://t.co/9v7PHVcNC8,2018-06-28,2018-06-28 23:02:05-04:00,0.0,0.0,1.0,0.0
438,The New York Times,A break-in and fire at an animal sanctuary killed 43 alligators and crocodiles. One exceptionally rare white alliga… https://t.co/xehd2azz7J,2018-06-28,2018-06-28 22:47:04-04:00,-0.7845,0.301,0.699,0.0
439,The New York Times,"RT @nytimesbusiness: The Fed dealt an embarrassing blow to Goldman Sachs and Morgan Stanley, who were given “conditional approval” to retur…",2018-06-28,2018-06-28 22:41:01-04:00,-0.3818,0.115,0.885,0.0
440,The New York Times,Joseph Crowley may have been the last powerful party boss in a city once defined by them. Here's how his primary de… https://t.co/Ob5xHLMHKJ,2018-06-28,2018-06-28 22:25:05-04:00,0.6705,0.0,0.784,0.216
441,The New York Times,"The Capital Gazette shooting suspect had long fought the organization, accusing it of damaging his reputation and i… https://t.co/AnUpnWBicp",2018-06-28,2018-06-28 22:20:04-04:00,-0.8176,0.388,0.612,0.0
442,The New York Times,"RT @juliebosman: The reunion I saw in Chicago today: Diogo, his eyes downcast, when he recalled his weeks spent at the shelter here. “I cri…",2018-06-28,2018-06-28 22:17:02-04:00,-0.4215,0.109,0.891,0.0
443,The New York Times,A former lawyer for ICE was sentenced to 4 years in prison for stealing the identities of 7 people in immigration p… https://t.co/9a7Oj1EUkJ,2018-06-28,2018-06-28 22:02:02-04:00,-0.7964,0.323,0.677,0.0
444,The New York Times,"Inside the campaign to get Justice Kennedy to retire: strategic praise, assurances his legacy would remain intact a… https://t.co/mJd0yQ9LFk",2018-06-28,2018-06-28 21:47:05-04:00,0.8807,0.0,0.573,0.427
445,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/d3h63uIT9Z,2018-06-28,2018-06-28 21:32:06-04:00,0.0,0.0,1.0,0.0
446,The New York Times,"RT @jodikantor: Coming forward about harassment, abuse or assault is often terrifying.

Here's what 20 women found on the other side.

http…",2018-06-28,2018-06-28 21:17:04-04:00,-0.9451,0.458,0.542,0.0
447,The New York Times,"If you have complicated feelings about Weezer's ""El Scorcho,"" you're not alone. Here's film critic Emily Yoshida ta… https://t.co/Go4uYYe6fT",2018-06-28,2018-06-28 21:00:26-04:00,-0.0926,0.101,0.816,0.083
448,The New York Times,"RT @jdavidgoodman: What happens when the Democratic Party boss can’t get himself re-elected?

 https://t.co/FkvOtyCLdI https://t.co/aOUYSmf…",2018-06-28,2018-06-28 20:52:07-04:00,0.4019,0.0,0.838,0.162
449,The New York Times,"Escaping an abusive marriage, Emma Gatewood sought refuge in the wilderness. Then she became the first woman to hik… https://t.co/XwoALyF7HT",2018-06-28,2018-06-28 20:45:02-04:00,-0.6124,0.179,0.769,0.051
450,The New York Times,At least 19 ICE investigators are seeking to dissolve the agency https://t.co/AoTNqLcN6E,2018-06-28,2018-06-28 20:32:03-04:00,0.0,0.0,1.0,0.0
451,The New York Times,"RT @NYTNational: Joel Davis, a 22-year-old Columbia student who drew fame with his campaign against sexual violence directed at children, h…",2018-06-28,2018-06-28 20:17:03-04:00,-0.296,0.164,0.72,0.116
452,The New York Times,World Cup 2018 bracket: The 16 teams left and the schedule for the knockout stage https://t.co/jeUCfbqXIt,2018-06-28,2018-06-28 20:02:05-04:00,0.0,0.0,1.0,0.0
453,The New York Times,Toni Sallie said Russell Simmons raped her in his Manhattan apartment. (Simmons has denied all instances of non-con… https://t.co/jDtiaxftQw,2018-06-28,2018-06-28 19:55:00-04:00,-0.8176,0.306,0.694,0.0
454,The New York Times,"In 2014, he left Columbia University for an ISIS camp in Syria. It was a mistake: “I was surrounded by emptiness,”… https://t.co/b9OAnbuycL",2018-06-28,2018-06-28 19:47:02-04:00,-0.34,0.107,0.893,0.0
455,The New York Times,The retirement of Justice Anthony Kennedy from the Supreme Court could significantly reshape environmental law in t… https://t.co/YaeX8O0uzn,2018-06-28,2018-06-28 19:32:06-04:00,0.7906,0.0,0.696,0.304
456,The New York Times,"Abby Schachner detailed how Louis C.K. audibly masturbated during a business phone call with her, which he later ad… https://t.co/wiQGu8Smoe",2018-06-28,2018-06-28 18:58:00-04:00,0.0,0.0,1.0,0.0
457,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/4bjEtdEv5L,2018-06-28,2018-06-28 18:47:03-04:00,0.0,0.0,1.0,0.0
458,The New York Times,Let’s talk about what we never talk about. Leave The New York Times a voicemail with the story of a time you had a… https://t.co/1trOasmgL9,2018-06-28,2018-06-28 18:32:05-04:00,0.0382,0.0,0.95,0.05
459,The New York Times,RT @NYTSports: The Spurs may finally be ready to let Kawhi Leonard go https://t.co/Cp7AN6P7VU by @TheSteinLine,2018-06-28,2018-06-28 18:17:02-04:00,0.3612,0.0,0.857,0.143
460,The New York Times,So that every week can be Shark Week https://t.co/IDR1AhTkdk,2018-06-28,2018-06-28 18:00:19-04:00,0.0,0.0,1.0,0.0
461,The New York Times,"Amazon is entering the pharmacy business. It bought an online provider and the news sent shares of CVS, Walgreens a… https://t.co/hx47S97edQ",2018-06-28,2018-06-28 17:45:04-04:00,0.4404,0.0,0.83,0.17
462,The New York Times,Rachel Renock and her co-founders at a startup said an investor made lewd and sexist comments while offering them $… https://t.co/6V7BAFrs0Z,2018-06-28,2018-06-28 17:37:00-04:00,0.0,0.0,1.0,0.0
463,The New York Times,Belgium has assumed the role of sexy dark horse at the World Cup. England is seen as a work in progress. Either tea… https://t.co/9oATtUh4bK,2018-06-28,2018-06-28 17:30:15-04:00,0.7351,0.0,0.772,0.228
464,The New York Times,"A State Department report was called “an indictment of the Trump administration’s own policies, with respect to asy… https://t.co/bvcSXP91hL",2018-06-28,2018-06-28 17:20:08-04:00,0.4767,0.0,0.846,0.154
465,The New York Times,"Tina Baker, a singer, described being raped by Russell Simmons in his Manhattan apartment. (Simmons has denied all… https://t.co/7BDz15qR2S",2018-06-28,2018-06-28 17:07:00-04:00,-0.8176,0.319,0.681,0.0
466,The New York Times,"At least 5 people were killed in a shooting at the offices of the Capital Gazette newspaper in Maryland, the author… https://t.co/ZuqAacydt6",2018-06-28,2018-06-28 17:01:14-04:00,-0.6705,0.191,0.809,0.0
467,The New York Times,"John Brennan, the CIA director under President Obama, is stepping out of the shadows to rail against President Trum… https://t.co/5BAcMwyHNR",2018-06-28,2018-06-28 17:00:13-04:00,0.0,0.0,1.0,0.0
468,The New York Times,"This week, @jennydeluxe and @Wesley_Morris hand the mics over to their Asian-American friends and listeners to talk… https://t.co/5uwy1Qt2Uj",2018-06-28,2018-06-28 16:50:16-04:00,0.743,0.0,0.717,0.283
469,The New York Times,Emma Gatewood hiking the entire Appalachian Trail by herself in one season at 67 was remarkable enough. But so is t… https://t.co/X9HjGAnhlk,2018-06-28,2018-06-28 16:40:06-04:00,0.5574,0.0,0.854,0.146
470,The New York Times,"Breaking News: Multiple people were shot at the Capital-Gazette newspaper in Annapolis, Md., the police said https://t.co/dR8tAPh00Y",2018-06-28,2018-06-28 16:28:31-04:00,0.0,0.0,1.0,0.0
471,The New York Times,"Kenny Sale, a model, said he was assaulted by the photographer Mario Testino, who denied any wrongdoing.

“People w… https://t.co/7L6qMUs4kB",2018-06-28,2018-06-28 16:24:26-04:00,-0.743,0.27,0.73,0.0
472,The New York Times,"Kim Rubenstein alleged sexual misconduct by Gordon Edelstein, the artistic director of the Long Wharf Theater in Ne… https://t.co/NPNSb96jD1",2018-06-28,2018-06-28 16:22:00-04:00,0.0,0.0,1.0,0.0
473,The New York Times,"“Your use of this to attack me personally is deeply wrong,” said Rod Rosenstein, who oversees the special counsel i… https://t.co/hqlzdRH2OG",2018-06-28,2018-06-28 16:15:04-04:00,-0.1027,0.125,0.766,0.109
474,The New York Times,"Gunshots were fired at the Capital Gazette, a newspaper in Annapolis, Md., according to a police spokesman and mult… https://t.co/iDo3ZNIcBA",2018-06-28,2018-06-28 16:03:29-04:00,-0.5574,0.175,0.825,0.0
475,The New York Times,China’s stock market has now fallen close to levels not seen since a crash shocked global investors 3 years ago https://t.co/zFFoe0opnl,2018-06-28,2018-06-28 16:00:15-04:00,-0.3699,0.208,0.694,0.098
476,The New York Times,"Classic architecture, international cuisine, adventurous activities and serious art: This Western New York city is… https://t.co/4hIoOHa2fa",2018-06-28,2018-06-28 15:50:03-04:00,0.2732,0.073,0.791,0.136
477,The New York Times,"Vanessa Carlton: ""It feels terrifying to speak on the record. Once you jump off the cliff and you say it, you reali… https://t.co/Jn5xIPKYYP",2018-06-28,2018-06-28 15:44:00-04:00,-0.5719,0.144,0.856,0.0
478,The New York Times,"Another Equifax worker tried to profit off the huge data breach, the SEC says https://t.co/jxvARa4xBc",2018-06-28,2018-06-28 15:40:09-04:00,0.6369,0.0,0.714,0.286
479,The New York Times,"In a rare legal move, French authorities have charged the cement giant Lafarge with terrorist financing and crimes… https://t.co/E7nIfk7cjC",2018-06-28,2018-06-28 15:30:07-04:00,-0.7184,0.283,0.652,0.065
480,The New York Times,"The Supreme Court ended a bruising term on Wednesday, one marked by division, disruption and an extraordinary strin… https://t.co/pkmC0iviCK",2018-06-28,2018-06-28 15:20:04-04:00,0.2732,0.113,0.724,0.163
481,The New York Times,"Helen Donahue, a former Vice Media employee who said a company executive groped her at a party: “It was like every… https://t.co/w5X2INrTuL",2018-06-28,2018-06-28 15:15:45-04:00,0.6369,0.0,0.766,0.234
482,The New York Times,Karin Bruckner spoke about having the architect Richard Meier rub his body up against hers at work. (Meier later ap… https://t.co/GjZBDa3K0D,2018-06-28,2018-06-28 15:15:28-04:00,0.0,0.0,1.0,0.0
483,The New York Times,"Our Politics editor, @patrickhealynyt, answered readers’ questions on The Times’s political coverage and plans for… https://t.co/mZkDGnkxVl",2018-06-28,2018-06-28 15:10:09-04:00,0.0,0.0,1.0,0.0
484,The New York Times,The group stage of the 2018 World Cup is nearly over. Here is the schedule for the rest of the tournament. https://t.co/dD6jSI9PKB,2018-06-28,2018-06-28 15:00:06-04:00,0.0,0.0,1.0,0.0
485,The New York Times,Investigators with the Department of Homeland Security made an unannounced visit to the home of a former ICE spokes… https://t.co/o7HG8DcdLm,2018-06-28,2018-06-28 14:50:04-04:00,0.34,0.0,0.882,0.118
486,The New York Times,"Jerry Richardson, the owner of the Carolina Panthers who is in the process of selling the team for $2.2 billion, wa… https://t.co/AzhVuSCHZf",2018-06-28,2018-06-28 14:40:05-04:00,0.0,0.0,1.0,0.0
487,The New York Times,"How long can humans live? The limit hasn't been reached, a study finds. https://t.co/9TCvx9XqOR",2018-06-28,2018-06-28 14:30:07-04:00,-0.0762,0.097,0.903,0.0
488,The New York Times,"Lindsay Meyer, who spoke about Silicon Valley’s culture of harassment: “I was on the verge of getting my big second… https://t.co/7laDAOMham",2018-06-28,2018-06-28 14:24:00-04:00,-0.5423,0.149,0.851,0.0
489,The New York Times,"A politician who is trying to get rid of speed cameras around city schools has racked up tickets in March, April an… https://t.co/ojYfTFHPXA",2018-06-28,2018-06-28 14:20:01-04:00,0.0,0.0,1.0,0.0
490,The New York Times,England vs. Belgium is a World Cup heavyweight battle. But both teams may be better off losing this game. Live upda… https://t.co/jYUQFuomOS,2018-06-28,2018-06-28 14:15:09-04:00,-0.3182,0.199,0.69,0.111
491,The New York Times,"As Amazon continues its pursuit to own everyone and everything, it is buying an online pharmacy, PillPack https://t.co/DL8J5HK4Cp",2018-06-28,2018-06-28 14:10:01-04:00,0.1779,0.0,0.909,0.091
492,The New York Times,"RT @adamliptak: My look back at the last Supreme Court term, with stunning, telling graphics from @aliciaparlap https://t.co/GD85hKMcjR",2018-06-28,2018-06-28 14:06:06-04:00,0.7351,0.0,0.721,0.279
493,The New York Times,"“There was no evidence in our case. And there is no evidence of terrorism here now,” George Takei said. “What the c… https://t.co/8zmgRAg2RK",2018-06-28,2018-06-28 14:00:11-04:00,-0.8402,0.31,0.69,0.0
494,The New York Times,"Chris Brown said he'd been sexually abused at 17 by the conductor James Levine, who denied the accusations.

""I did… https://t.co/AH3wZri9Zb",2018-06-28,2018-06-28 13:55:00-04:00,-0.8176,0.321,0.679,0.0
495,The New York Times,"Setting down his glass of rosé, John Legend performed a handful of songs including “La Vie en Rose” (of course) https://t.co/abH9V8Xfdf",2018-06-28,2018-06-28 13:50:03-04:00,0.0,0.0,1.0,0.0
496,The New York Times,Britain’s intelligence services tolerated and abetted “inexcusable” abuse of terrorism suspects by their American c… https://t.co/UUN0UZXGfE,2018-06-28,2018-06-28 13:40:05-04:00,-0.8442,0.426,0.456,0.118
497,The New York Times,"2018 is ""officially, extremely canceled"" https://t.co/rSVC5CCQYs",2018-06-28,2018-06-28 13:30:13-04:00,0.0,0.0,1.0,0.0
498,The New York Times,Julie Ruvolo spoke about Silicon Valley's use of nondisclosure agreements to resolve harassment claims. She said An… https://t.co/tl2CHXj3wM,2018-06-28,2018-06-28 13:24:00-04:00,0.0516,0.151,0.647,0.203
499,The New York Times,"While students publicly praise ideological classes on Mao, in private many say they find the courses dull and irrel… https://t.co/xTdxiNnBWF",2018-06-28,2018-06-28 13:20:05-04:00,0.2263,0.111,0.741,0.148
